ami amar mobile e taka recharge korte cai,5.0
ami kivabe mobile recharge korbar parbo,5.0
"apnader credit card nite chai, interest rate bolun",4.0
What documents should be submitted for a credit card?,6.0
Credit Card how mch int rate do u charge,4.0
amar bank balance e taka recharge kore dao,5.0
"Want to get a card, what are the benefits?",3.0
amake phone e recharge kore den,5.0
What are the benefits of your card?,3.0
"hi, monthly interest bolun card er",4.0
I want recharge for my phone,5.0
"Signature card, what is the facility?",3.0
what is the process for top up,5.0
interest koto charge of Credit Card,4.0
What are the offers available on your classic credit card now?,3.0
amare phone recharge korar system kon,5.0
Is my monthly income enough for a credit card?,2.0
brac bank credit card ar mantly interest kto,4.0
ami amar phone e flexiload korte chai,5.0
amar crdit card er cost koto dite hobe bochore?,1.0
where can I find the info about credit card annual billing system?,1.0
credt card nite chai intrst rate koto,4.0
card nibo subida ki,3.0
Apnader credit card nile ki shubhidha pawa jabe?,3.0
"If you want to take credit card, you have to give a papers?",6.0
Can you provide me info about service charge for credit card?,1.0
amar salary credit card er jonno ki thik ache?,2.0
why your interest rate of Credit Card high,4.0
want credit card how much monthly interest,4.0
where can I find the maintenance fee information for credit card?,1.0
Which paper I need to show for the credit cards?,6.0
how do i know credit card interest charge,4.0
credit card nite cai subidha ki,3.0
amar credit card er jonno year e koto tk dite hobe,1.0
Credit card nile apnader ar ki lagbe?,6.0
subida ki ace apnader card er,3.0
What is the offer for your signature credit card now?,3.0
What documents should I bring for credit card?,6.0
What documents will be submitted for the credit card of BRAC?,6.0
year e khoroch kemon credit card e?,1.0
what is the annual charge for credit card?,1.0
credit card interest rate kamon,4.0
What benefits do I get for your credit card?,3.0
mashik beton koto hole credit card nite parbo?,2.0
per year payment koto kora lage credit card er jonno?,1.0
Credit Card interest rate eto eto beshi kan,4.0
may i know how much is d monthly Credit Card interest charge,4.0
please let know how much do you charge monthly Credit Card,4.0
how much monthly credit card interest charge,4.0
mashe mashe koto pele credit card tola jay?,2.0
What will be taken for the credit card of BRAC Bank?,6.0
"You want to take credit card, any documents will be taken?",6.0
"amar salary kom, ami credit card nite chaile ki korbo?",2.0
Service charge needed per year for credit card,1.0
hi tell me pleae Credit Card interest rate monthly,4.0
do you tell me interest charges of Credit Card,4.0
benifit ki ki aponader credit card a,3.0
plz tell what is your monthly interest charges for credit card,4.0
credit card interest koto?,4.0
amar koto fee deya lagbe credit card nile?,1.0
how do I recharge from my current bank account,5.0
What benefits do I get for your card?,3.0
what is the monthly income range for getting a credit card?,2.0
I need to flexilod from my bank balance,5.0
What benefits do I take for your credit card?,3.0
credit card nibo masik sud kato,4.0
credit card er mashik interest charge bolun,4.0
annual bill for credit card?,1.0
khoroch koto credit card er?,1.0
sir kindly tell me how much do you charge for Credit Card interest,4.0
credit card nite hole income koto hote hobe?,2.0
i need assistance finding the information about minimum income required for getting a credit card,2.0
Credit Card monthly interest koto ase,4.0
what is th intrest chrg of Credit Card,4.0
What benefit do I get from the credit card of BRAC Bank?,3.0
amake amar phone e recharje kore den,5.0
What other requirements for a credit card?,6.0
What are the benefits available to your credit card?,3.0
I want yout to recharge my mobile,5.0
Credit Card interest charge kamon,4.0
What things will be collected if you want to take credit card?,6.0
tell my mothly interest rate Credit Card charge,4.0
bochor e koto deya lagbe credit card e ei info koi pabo?,1.0
koto tk extra dite hobe bochore crdit card er jonno?,1.0
may i know what is d monthly interest of Credit Card,4.0
What should be my monthly income for getting a credit card?,2.0
What are the facilities you offer for credit card?,3.0
You take any thing for the credit card of BRAC Bank?,6.0
how much do I have to pay per year?,1.0
accha bolen to Credit Card interest rate koto,4.0
"Take a card, what's the offer?",3.0
credit card er yearly cost koto?,1.0
may i know wht is d Credit Card mnthly interest chrgge,4.0
give some flexiload to my mobile,5.0
tell me your Credit Card interest bill rate system,4.0
What items will you take to open credit cards?,6.0
Credit Card interest rate bol,4.0
bchore koto fee porbe credit card e?,1.0
bole de koto taka mobile recharge korte parbo,5.0
tui amar mobile recharge kore de,5.0
Will you card requires any documents?,6.0
"hey , intrest rate koto Credit Card er",4.0
Will you take any papers to open credit cards?,6.0
"Would you like to take the card, can you get the opportunity?",3.0
how much income should i have per month to get a credit card?,2.0
What documents should you have to get a credit card from you?,6.0
apnader creditcarder maase interest koto,4.0
salary koto hole credit card banate parbo?,2.0
interest rate janbo kivabe Credit Card er,4.0
I want to ask about credit card annual cost,1.0
aponader shuder har kata Credit Card a,4.0
"Credit card, what is the facility?",3.0
ami jante chaitesi mobile kmne recharge korbo,5.0
"Ami credit card nibo, ki joma dite hobe?",6.0
Credit Card interest kata chrge koren,4.0
apnader credit card nile what type benefit pabo,3.0
joldi amar mobile recharge kore dao,5.0
Give me infomation about the monthly earning required for a credit card?,2.0
credit card er fee koto lage ei info koi pabo?,1.0
apnara interest rate charge koren koto Credit Card e,4.0
I wanna flexiload some money to my cell phone,5.0
Credit Card interest kato,4.0
Credit Card monthly shud er har kata,4.0
I want to recharge my phone,5.0
What documents should I bring for your credit card?,6.0
facility ki apnader credit card a,3.0
card interest charge,4.0
card interest rate plz,4.0
"If you have to take a credit card from you, no papers will come to Nayee?",6.0
bosore koto dile credit card nite parbo?,1.0
what should be my income to be eligible for getting a credit card?,2.0
"creditcard nitam, interest koto",4.0
What can be availed through my credit card?,3.0
What are the advantages of platinum card?,3.0
yearly koto dile card neya jay?,1.0
ami chaitesi mobile recharge korte,5.0
interest rate bolun Credit Card er,4.0
"My income is low, can i get a credit card?",2.0
charge koto ase ei info lagbe credit card er jonno,1.0
koto taka mashe pele credit card nite parbo?,2.0
How much should i get per month as  salary if i want a credit card?,2.0
bochore fee kemon pore credit card e?,1.0
bro could you recharje my phone,5.0
"Want to get a credit card, can you get access to the facility?",3.0
Credit Card interest rate pls,4.0
do you know about monthly interest rate  Credit Card,4.0
amar bank balance theke phone recharge kore dao,5.0
amare mobile recharge koira den,5.0
information about the credit card annual bill?,1.0
Credit Card rate?,4.0
ami to take mobile e rechage korte aprbo,5.0
"To collect the credit card of BRAC, which documents?",6.0
"I need a credit card, what is the annual bill?",1.0
share Credit Card me interest charges,4.0
apnader card er interest rate kamon,4.0
koto bill dite hoy credit card er jonno?,1.0
What documents will I collect for taking BRAC's credit card?,6.0
"card nimu, interest dimuna",4.0
card er monthly intrst rate koto,4.0
What kind of paper should I take for the credit card of BRAC?,6.0
amar bank account theke flexilod kore dao,5.0
amake ki janate parben beton koto hole credit card dey?,2.0
"What is the classic card, how is the facility?",3.0
phone recharge korar system koren,5.0
"hi, i wanna knw how much u charge for Credit Card monthly interest",4.0
income per month for credit card,2.0
how much salary should i earn if i want to be eligible to have a credit card?,2.0
interest charge kata Credit Card er,4.0
hw much interest rate do u charge fr Credit Card,4.0
facility ki ase credi card a,3.0
"I don't get a huge salary, can I have a credit card?",2.0
Can you help me with the document for the credit card?,6.0
is it possible to top up my phone from my current account,5.0
koto taka proti mashe pele credit card nite parbo?,2.0
tell me about brac bank credit card interest charge monthly,4.0
plz recharg my phone with bank account,5.0
"credit card nite chai, monthly interest rate koto",4.0
Credit Card shuder har kata,4.0
credit card nile ki ki facility pabo,3.0
"Platinum card, how is the facility?",3.0
What will I receive in favor of the credit card of BRAC Bank?,3.0
card nite chai subidha ki ki,3.0
What is the facility of your credit card?,3.0
I want you to flexilod my phone,5.0
What are the facilities that I receive from BRAC Bank's credit card?,3.0
"hi, let me know interest rate charge of Credit Card",4.0
credit card annual cost information needed,1.0
credit card nibo shubidha ki diban,3.0
card nile ki ki facility pabo,3.0
upnader cradit card er intrest koto,4.0
"If you want to take your credit card, do you want to submit a paper?",6.0
card er subidha ki ki ase,3.0
bhai credit card er monthly intrest charge kto,4.0
how do u charge interest on Credit Card,4.0
amar mobile recharge kora dorkar,5.0
credit card er kono document joma dite hobe ki?,6.0
tui amake ektu recharge kore de,5.0
i wanna know how much u charge Credit Card monthly for interest,4.0
amr income kom hoile ki credit card banate dibe?,2.0
I wanna top up,5.0
Is you credit card need any papers?,6.0
What kind of things will be taken for a credit card?,6.0
amar bank balance theke phone e flexi kore dao,5.0
I am not sure about the income needed for credit card,2.0
yearly intarest kato Credit Card,4.0
What kind of things should be submitted to take credit card?,6.0
"Want to take cards, what are the benefits?",3.0
Do I need any documents for the credit card?,6.0
can i knw how mch interest do u charge on Credit Card,4.0
tell me ur current interest rate for credit card,4.0
koto pore khoroch credit card e?,1.0
What are the benefits of the credit card of BRAC Bank?,3.0
Credit Card suder har bol,4.0
how chan i check creditt card monthly interest charge,4.0
how mcuh credit crd mnthly interest charge,4.0
credit card nite chaile koto income kora lagbe sei information lagbe,2.0
amar bank balance theke mobile recharge kore den,5.0
I don't know about the credit card cost per yaer,1.0
What documents will you take for a credit card?,6.0
koto taka deya lage credit card e bosore,1.0
amar credit card nite hole mashik beton koto howa lagbe?,2.0
yearly kmn fee lagbe credit card e?,1.0
monthly income for credit card,2.0
How much monthly income should I have to get a credit card?,2.0
"Take the card, what is the offer?",3.0
What things will be taken for a credit card?,6.0
Could u tell me the process on how I should recharge my phone from bank,5.0
credit card nibo,4.0
Anything for credit card?,6.0
may i know how chan i check creditt card monthly interest charge,4.0
Credit Card sud koto,4.0
Credit Card mnthly interest koto charge,4.0
per year koto pay kora lage credit card e?,1.0
credit card er jonno minimum income koto hote hobe?,2.0
brac bank credit card er faciltiy ki ase,3.0
hi interest rate kato Credit Carder,4.0
Credit Card interest koto,4.0
I need info about credit card charge per year,1.0
credit card neyar jonno beton suitable kina kemne janbo?,2.0
minimum income koto dekhate hobe credit card nite chaile?,2.0
credit card nite income er info cai,2.0
Credit Card intrest rate koto monthly,4.0
interest rate koto Credit Card er?,4.0
please tell card interest rate,4.0
please tell me what is the Credit Card interest rate,4.0
amar proti mash e income koto hote hobe credit card nite chaile?,2.0
benefit ki ki apnader credit card nile,3.0
amar income koto hote hobe credit card er jonne?,2.0
ki ki subidha diban,3.0
give credit card yearly bill information,1.0
pleasse tell me what is ur monthly interest charges for Credit Card,4.0
What do you have to pay if you want to take a credit card?,6.0
Which credit card will be required to take credit card?,6.0
shubidha pabo ki apnader credit card nile,3.0
"Want to take a card, what will the benefits?",3.0
amar phone e flexiload koro,5.0
Do you have to submit a credit card?,6.0
apnader card er monthly shud koto ase,4.0
what is the mnthly interesst chrg onCredit Card,4.0
What things will look like for a credit card?,6.0
credit card er jonno koto lagbe dea bochore?,1.0
credit card interest rate plz,4.0
salary koto hole card dibe?,2.0
What is your Credit Card Bill for a year?,1.0
card er interest rate gante cai,4.0
card er mnthly interest koto dea lage,4.0
koto charge ase credit card e bosore?,1.0
"What is the signature card, what are the benefits?",3.0
What benefit do I have to take the credit card of BRAC Bank?,3.0
ami sorboccho koto taka recarge korte parbo,5.0
Which thing do you want to open a credit card?,6.0
I wanna rechage my mobile through my bank balance,5.0
wanna knw Credit Card interest charge,4.0
boss tell me the Credit Card interest rate,4.0
"amar monthly income 30000, ami credit card nite parbo?",2.0
annual cost for credit card,1.0
how much bill monthly for interst of Credit Card,4.0
sir may i know how mcuh  monthly Credit Card interest charge,4.0
Will you have any necessary documents to take a credit card?,6.0
Do you take any thing for the credit card of BRAC Bank?,6.0
koto tk lagbe deya credit card e bochore?,1.0
"credit card nite chai, interest rate koto",4.0
card a monthly interest kata katven,4.0
info din credit card e koto khoroch porbe,1.0
"Take a credit card, take any papers?",6.0
card er interest koto dite hobe,4.0
"if I have a credit card, how much do I have to pay per yaer",1.0
amar mobile e flexi korte cai,5.0
kindly let me know the stepsof doing flexiload,5.0
Info about annual fee for credit card?,1.0
can you provide me some information about minimum income needed to be eligible for getting a credit card?,2.0
credit card er rate jante cai,4.0
may i know what is your monthly Credit Card charge rate,4.0
Can you provide yearly billing information for credit card?,1.0
phon recharg kore de benk balance theke,5.0
apneder card er shubidha gulo ki ki,3.0
am I flexiload possible,5.0
What to submit to the credit card of BRAC?,6.0
credit card er jonno ki rokom khorocj hoy?,1.0
please do richarge my mobil phon,5.0
do u knw abut Credit Card monthly interest bill for credit card,4.0
What documents should be submitted for credit card?,6.0
koto khroc dite hobe credit card e?,1.0
amar number e sorbocco koto teka recharj kora jaibo,5.0
"if I want a credit card, what my monthly income should be?",2.0
"If you want to take credit card, will you collect any things?",6.0
"If you have to open a credit card, what paperwork do you have to pay?",6.0
tell me please brac bank crdt crd monthly interest,4.0
what is the impact of income on getting a creit card?,2.0
credit card interest rate please,4.0
interest koto katven Credit Card a,4.0
what must anyone earn to be eligible for getting a credit card?,2.0
Credit Card monthly interest koto ase,4.0
"Want to take card, can you find facilities?",3.0
What you need to do if you want to get a credit card?,6.0
"If you want to take the credit card of BRAC, will you submit any documents?",6.0
hi apnder Credit Card intrest rate kato,4.0
credit card nile per yaer koto dea lage?,1.0
yearly cost bolen credit card er,1.0
amar credit card er khoroch koto ase?,1.0
"If you have to take a credit card, do you have to bring any papers?",6.0
impact of income range on getting a credit card,2.0
Apnader credit card nite hole koto taka income lage?,2.0
credit card er interest rate bolun,4.0
amar phone e ektu flexi kore den,5.0
"hi, Credit Card Interest rate koto",4.0
What are the offers now on your Gold Credit Card?,3.0
what is the charge per year for credit card?,1.0
Which paper will you take for credit card of BRAC Bank?,6.0
how to check interest charges of ur Credit Card,4.0
What is the offer for your classic credit card now?,3.0
please let me know what is d monthly Credit Card interest charge,4.0
"If I want to get a credit card, how much income is needed?",2.0
"Take the card, how is the facility?",3.0
"If you want to receive your credit card, what documents will you submit?",6.0
You take any useful paper to take credit card?,6.0
Brac bank credit card interest rate kato,4.0
bill koto ase bochore credit card er?,1.0
what is the good enough salary range if i want to have  a credit card?,2.0
"I need a credit card, what is my minimum income requirement?",2.0
credit card er jonno mashe koto income kora necessary,2.0
Which paper will you take from credit card?,6.0
credit card mashic interest jante chai,4.0
ki ki shubidha pabo credit card er?,3.0
BRAC credit carriage to collect any things?,6.0
wanna knw ur interests charges of Credit Card,4.0
Which paper will you take to open credit cards?,6.0
credit card er mashik interest charge koto,4.0
Credit Card shuder har kato,4.0
subida ki ki pabo frm credit card,3.0
sir card er monthly interest charge koto,4.0
What can be your Credit Card Interest Bill?,4.0
please inform how much credit card interest charge,4.0
Can I get the benefit of the credit card of BRAC Bank?,3.0
what should be income for opening a credit card?,2.0
Will I come with papers for the credit card?,6.0
annual chrages on credit card,1.0
apnader credit card er interest jante pari,4.0
amar mobile e recharge kore diben,5.0
aponader credit card er monthly rate koto,4.0
"You want to take credit card, what documents should be submitted?",6.0
amar phone ta flexilaod korte chai,5.0
kto fee dite hobe credit card er jonno?,1.0
mobile recharge korar poddhoti ki,5.0
shubidha ki ki pete pari apnader credit card nile,3.0
what is the process of recharging my cell from bank account,5.0
"If you want to open a credit card, which papers should be?",6.0
charge for credit card,1.0
credit carder interest rate jante chai,4.0
bhai credit card nite chai monthly interest koto,4.0
income koto hoite hoy credit card er jonno eita janate parben plz?,2.0
pls let know what is ur Credit Card interest charges,4.0
Credit Card er Bill Annually koto ?,1.0
ami credit card er jonno bochore koto dibo?,1.0
Does there exist any fee for credit card?,1.0
What paperwork should be taken to take credit card?,6.0
Which papers will you submit to open a credited card account?,6.0
bhai interest koto card er,4.0
provide info about the fee for credit card maintenance,1.0
bochore cost kemon lage credit card nite?,1.0
What is the credit card facility?,3.0
can i know how much interest do you charge fr Credit Card,4.0
"Credit card, what are the benefits?",3.0
What are your offer now on your classic credit card?,3.0
credit cadr er yearly cost koto info din plz,1.0
What documents will you take to open credit cards?,6.0
Payment needed per year for credit card,1.0
"i want to know credit card interest rate, kindly tell",4.0
do I have to pay any fee for credit card?,1.0
Which documents will you submit to open a credit card account?,6.0
koto taka income hole credit card neya jay?,2.0
To have a credit card what papers you need?,6.0
credit card any monthly charge?,4.0
can u flexiload,5.0
ame crdit card e ktoo fee dibo year e?,1.0
credit card er charge koto?,1.0
can i chekc interest charges of Credit Card,4.0
interest rate koto seta jana jabe credit card er?,4.0
subidha ki ki apnader credit card er,3.0
What do you need to take your credit card?,6.0
"If I want a credit card, how much is the bill annually?",1.0
joldi amar phone recharge kore dao,5.0
What about the documents for the card?,6.0
ami koto khoroch dibo credt card nile?,1.0
"Would you like to get credit card, submit a papers?",6.0
Which stuff do you want to open a credit card?,6.0
"Signature card, what are the privileges?",3.0
tumi amar bank balance theke mobile recharge kore dao,5.0
I need to top up,5.0
credit card nile what type subidha pabo,3.0
how much is deducted for credit card per year?,1.0
What kind of things will you deposit to open a credit card account?,6.0
Do I receive credit cards for BRAC Bank's credit card?,3.0
cradet crd er fee koto bosore?,1.0
Any documents need to submit for a credit card?,6.0
Show me the credit card fee info,1.0
yearly kono fee dite hoy credit card er?,1.0
Do you have any necessary documents to take a credit card?,6.0
khoroch koto porte pare bochore credit card er?,1.0
annual bill er tottho din credit card er,1.0
credit card bananor jonno beton koto hoite hoy?,2.0
"I earn 30000 per month, am I eligible for to possess a credit card",2.0
may i know wht is th interest charge of Credit Card,4.0
credit card maintenance fee shomporte jante cai,1.0
Will you be taking the necessary things to get a credit card?,6.0
amar phone e ami shorboccho koto taka recharge korte parbo bolun,5.0
Credit Card interst ret koto,4.0
may i know how mch Credit Card int rate do u charge,4.0
I need to recharge my mobile from bank balance,5.0
Required monthly salary for getting a credit card?,2.0
I want to know about credit card charge,1.0
What documents will be taken for the credit card of BRAC Bank?,6.0
Plz recharge my mobile from bank belance,5.0
"Want to take a card, get the facility?",3.0
What do I have to bring to get a credit card?,6.0
"Want to get the card, what is the offer available?",3.0
Koto taka mash e kamale ami credit card er jonno eligible hobe?,2.0
If there is no papers to open a credit card?,6.0
credit card nite chai benefit ki ki pabo,3.0
Will you take any useful stuff to take credit card?,6.0
"Platinum card, what are the advantages?",3.0
Which paper should be submitted to take credit card?,6.0
credit card nibo subidha ki ki diben,3.0
may i know what is ur credit card interest rate,4.0
"Take credit card, what documents do you need?",6.0
facility ki aponader credt card er,3.0
creder crd er cost kto bosore?,1.0
what is the required monthly income to get a credit card?,2.0
"credit card lagbe, income koto hoilei cole?",2.0
"If you want to receive a credit card, do you want to submit any documents?",6.0
apnader carder interest koto,4.0
ami monthly 25000 kamale ki credit card er jonno eligible hobo?,2.0
credit card er interest rate jante chai,4.0
Do you want any paperwork for the card?,6.0
tell me interest charzes please of ur crdit card,4.0
Credit Card interest rate jante cai,4.0
use my bank belance to recharge my phone,5.0
card er interest rate ta janan,4.0
Credit Card shuder haar janbo kivabe,4.0
How to submit a credit card to get the credit card of BRAC?,6.0
yaerly billing info for credit card,1.0
What paper to take if I take the credit card of BRAC?,6.0
apnader card er shuder har koto,4.0
Send me information about service charge for credit card,1.0
What documents to submit for credit card?,6.0
shud kato Credit Card,4.0
amar bank account theke flexi kore den,5.0
need info about credit cad annual fee,1.0
"Want to get a copy of BRAC Bank's Bank, what are the benefits?",3.0
amar mobile e recarge kore den,5.0
recharge my phone thru my bank balance,5.0
credit card neyar jonno income jotheshto kina kivabe bujhbo?,2.0
amar credit card er khoroch koto deya lgbe ?,1.0
Credit Card er interest rate jante cai,4.0
subidha ki ase apnader credit card a,3.0
amar mobile e flexiload kore dao,5.0
I want some recharge for my phone,5.0
card er monthly int kato ashe,4.0
What do you have to do if you take credit card from you?,6.0
credit card e fee koto lagbe deya?,1.0
subida ki ki apnader card er,3.0
If you have to take a credit card from you to bring something?,6.0
amar year e koto dea lagbe credit card er jonne?,1.0
Information needed for credit card cost,1.0
share Credit Card interest charges,4.0
What documents will you take for credit card?,6.0
I need to flexiload some cash in my mobile,5.0
"If you have to take a credit card from you, what will come to the noticeer?",6.0
pls tell how chan i check creditt card monthly interest charge,4.0
credit card nivo mashik shud kato,4.0
credit card khoroch er khobor koi pabo?,1.0
Which documents will you take to open credit cards?,6.0
credit card er mnthly intrst koto,4.0
credit card charge koto ase bochore?,1.0
credit card er khoroch bosore koto?,1.0
I need help about the minimum income needed for credit card,2.0
apnder shuder har koto Credit Carde,4.0
Help me flexiload my phone,5.0
"hellow , interest rate koto charge koren credit card er",4.0
what should be income per month if i want to get a credit card?,2.0
amar credit card er jonno year e koto dite hobe?,1.0
aponader shuder har koto Credit Card e,4.0
amar mobile phone e flexilod kore dao,5.0
koto cost pore per year credit card nile,1.0
may i know how mch do brac charge fr credit card mnthly,4.0
"If you have to take a credit card, do you have to bring any documents?",6.0
ki ki shubidha pawa jae apnader credidt card a,3.0
recharg my mobile immedietly with bank belance,5.0
card interest rate jante chai,4.0
recharge my fon using my bank balance,5.0
tell me the process of doing flexiload from bank,5.0
Credit Card a suder har koto janbo kivabe,4.0
shorbonimno beton koto howa lage credit card er jonno?,2.0
can i know hw mch interest do you charge for credit card,4.0
Credit Card mnthly interest koto charge kore,4.0
amar mobile recharge kore dao,5.0
beton koto hote hobe credit card nite chaile?,2.0
What benefits do I get on your card?,3.0
plz tell wht is d mnthly Credit Card interest chrgge,4.0
card mnthly interest rate,4.0
"credit card lagbe, income koto hole nite parbo?",2.0
"If you want to take a credit card, you have to pay anything?",6.0
apnader intrest rate koto credit card er,4.0
tell me interest charges plz of credit crd,4.0
Tell me about the maintenance fee for credit card,1.0
annual cost koto piore cerdit card e?,1.0
kamon subidha paoa jay apnader credit card a,3.0
credit card er fee koto porbe?,1.0
Where can i get more info about the earnings needed every month to have a credit card?,2.0
What benefit do I get to take the credit card of BRAC Bank?,3.0
charge ki rokom credit card e?,1.0
plz let know how can i know credit card monthly interest charge,4.0
What are my credit card facilities?,3.0
credit card er cost kemon bosore?,1.0
fee ki korom dite hobe credit card e year e?,1.0
Give me information about monthly income needed for getting a credit card,2.0
credit card mashik interest rate jante chai,4.0
wanna know your Credit Card interest rate charges,4.0
what is the salary ramge for getting credit card?,2.0
"To open a credit card, which papers should be?",6.0
inform monthly interest rate of  Credit Card,4.0
Is there any documents submission for the credit card?,6.0
"Take the classic card, what is the offer?",3.0
credit card cost per year,1.0
ami kom income korle ki amake credit card debe?,2.0
credit card e ki yearly tk kete rakha hoy?,1.0
Recharge my phone from my bank balance,5.0
please tell how mch do brac charge fr credit card mnthly,4.0
What documents I need for if I want a credit card?,6.0
please quickly flexiload my phone,5.0
tell me how much do you interest charge for credit card,4.0
plz inform how to knw credit crd interest charge,4.0
credit card er interest rate jana dorkar,4.0
hi apnader Credit Card interest rate koto,4.0
can i know the monthly interest charges of crdit crd,4.0
What are the advantages of your credit card?,3.0
what about monthly interest charges on Credit Card,4.0
mia bhai credit card er interest rate koto,4.0
Do you want any documents for the card?,6.0
credit card nite chai mashik interest koto,4.0
how do I flexiload,5.0
income niye info koi pabocredit card chaile,2.0
amar mobile e flexi kore dao,5.0
hello plz tell interest rate charge on Credit Card,4.0
kindly let me know Credit Card interest charge,4.0
How much is the credit card bill per year?,1.0
credit card neyar jonno minimum income koto proyojon?,2.0
barshik fee kemon credit card nile?,1.0
Credit Card interest rate ko,4.0
Will you take any necessary paper to take credit card?,6.0
What documents do you need to get your credit card?,6.0
Credit Card suder har koto bol,4.0
tell the interest rate of crdt crd,4.0
How much do I need to pay per year for credit card?,1.0
annually koto dite hobe credit card er jonno?,1.0
bochor e khoroch koto credit card e?,1.0
What are the advantages of the classic card?,3.0
"ami credit card nite cai, mashik income koto hote hobe?",2.0
Kono documents er dorkar ase ki credit card nite hole?,6.0
koto khoroc hobe credit card e?,1.0
What do you need to do if you need to get a credit card?,6.0
jante chai je mashik income koto dorkar credit card nite chaile,2.0
credit card er jonno mashe koto income kora joruri,2.0
Which paperwork will you submit to open a credit card account?,6.0
credit card er jonno bochore koto dite hoy?,1.0
"Accha, apnara Interest er bela e koto kore rate nen?",4.0
What do you have to bring with you a credit card?,6.0
what benefits apnader credit card er,3.0
"You want to take credit card, which paper will you take?",6.0
Info about credit card charge,1.0
ki ki documents joma dite hobe credit card er jonno?,6.0
kinldy tell about  Credit Card interest charge,4.0
kindly tell monthly interest bill of ur credit card,4.0
What is the offer available to your signature credit card now?,3.0
What things will be taken if you want to take credit card?,6.0
What is the card offer?,3.0
what type subida pabo apnader credit caard nile,3.0
koto fee dite hoy credit card e per year?,1.0
aponader credit card er shubdha guli ki ki,3.0
what is the interest rate of Credit Card,4.0
Do you need documents to get your credit card?,6.0
"Want to take credit card, what can be found?",3.0
credit card er interest charge kata,4.0
If you want to take a credit card you have to give something?,6.0
"hi, Credit Card monthly interest koto",4.0
credit card minimum income needed,2.0
"Want to take the card of BRAC Bank, what benefits can be found?",3.0
credit card nile proto bochor koto kata hobe?,1.0
may i know how much do you charge monthly fr card,4.0
Do I receive credit cards for BRAC Bank credit card?,3.0
credit card interest rate koto dite hobe,4.0
how much money is deducted for credit card per year?,1.0
Is there any requirement of papers for the card?,6.0
"card nimu, interest kto",4.0
Will you take any necessary paperwork to take credit card?,6.0
provide credit card annual charge info,1.0
"If you have to take a credit card, you have to bring any papers?",6.0
interest charge how mcuh for Credit Card,4.0
Service charge necessary information for credit card,1.0
Tell something about the annual bill of credit card,1.0
What photocopies will bring?,6.0
Please recharge 50 tk to my phone,5.0
crdeit card annual bill?,1.0
What is your credit card offer?,3.0
Credit Card monthly interest bill please,4.0
do you able to tell credit card interest,4.0
"Want to take your credit card, what documents should be submitted?",6.0
may i know what is ur monthly  Credit Card interesst rate,4.0
What benefits do I get from the bank's credit card?,3.0
credit card er jonno shob cheye kom koto paite hoy mashe?,2.0
What kind of stuff should I bring in credit card from you?,6.0
ami crdit card nile boxhor ekoto dea lagbe?,1.0
Can you please let me know your credit card Interest Rate?,4.0
"ami credit card nibo, kto dite hobe bosore?",1.0
Credit Card interst rate plz,4.0
"Gold card, what kind of facilitates?",3.0
do you know monthly interest charges of your Credit Card,4.0
is it possible to do flexiload from bank balance,5.0
"If you want to get a credit card, do you want to deposit any paper?",6.0
plz tell about credit card interest charges,4.0
card er interest rate jana dorkar,4.0
credit card interest rate pls,4.0
what is the fee annually for credit card,1.0
may i know what is your credit card intrst rate,4.0
How much income is necessary for a credit card?,2.0
Credit Card interest rate jante cai,4.0
ami credit card banale boxhore koto dite hobe?,1.0
credit card interest rate plz,4.0
plzz tell me interest charge of brac credit card,4.0
how can i know credit card interest charge,4.0
"i want to take a credit card, how much monthly interest",4.0
What are the advantages of credit card?,3.0
card nitam subidha ki ki,3.0
koto cost dile crdit card nite parbo?,1.0
how do I flexiload,5.0
Which documents will you submit to open a credit card?,6.0
Will you ask for any papers for a credit card?,6.0
khorch koto ashe credit card e boshore,1.0
Credit Card interest charge bol,4.0
apnara credit card a ki ki subidha dan,3.0
amar mobile e recharge kora dorkar,5.0
intrest rate Credit Card?,4.0
can i know the interest charges for Credit Cards,4.0
"i need a credit card, how much do i have to earn per month?",2.0
Do you want any papers for a credit card?,6.0
kto khoroch dite hobe credit card e?,1.0
may i know how can i check credit card interest rate,4.0
hi tell me Credit Card monthly interest rate charge,4.0
Credit Card interest rate kivabe janbo,4.0
shuder rate kato Credit Card a,4.0
Is there any charge for credit card?,1.0
amar bank balanc theke flexi kore dao,5.0
Where can I find information about the maintenance fee for credit card ?,1.0
"Get the card, what is the facility?",3.0
"Gold card, what is the facility?",3.0
tell me the steps for recharging my phone,5.0
What is the card facility?,3.0
card nibo subidha ki ki diban,3.0
"i want a credit card, how much do i have to earn per month?",2.0
ame credit card nite caile koto lagbe bochore?,1.0
"What is the classic card, what is the facility?",3.0
I want to know about the monthly income needed for credit card,2.0
may i know how to knw credit crd interest charge,4.0
aponader Credit Card interest rate kato,4.0
amake kichu taka flexi kore dao mobile e,5.0
Tell me about annual charge for credit card,1.0
I want a credit card. What is the annual bill is like?,1.0
please inform what is your credit card intrst rate,4.0
Do you have any useful things to get a credit card?,6.0
Credit Card int rate bol,4.0
immedietly recharge my phone from bank balance,5.0
What benefits do I get for the credit card of BRAC Bank?,3.0
yearly cost for credit card,1.0
apnader credit carder monthly int kto,4.0
apnader card er intrest ret kato,4.0
hellow credit card interest rate kato,4.0
apnader credit card er mnthly interest kto,4.0
