গোল্ড কার্ডে কোন কার্ডের ফি কত?,1.0
আমি কি ফেসিলিটিস পাবো ব্র্যাক ব্যাংকের ক্রেডিট কার্ড নিলে?,3.0
ফ্লেক্সিলড করেন ২০ টাকা,5.0
"হাই, মাসে ইন্টারেস্ট চার্জ কতো বলুন ক্রেডিট কার্ড এর",4.0
মাসিক সুদ চচার্জ করবা কতো ক্রেডিট কার্ডে,4.0
দইয়া করে এই ফোনে রিচাজ দেন,5.0
কোন জিনিসের কপি লাগবে ক্রেডিট কার্ড নিতে?,6.0
মাসিক কেমন স্যালারি ইনকাম করলে ক্রেডিট কার্ড দিবেন?,2.0
সিগনেচার কার্ড এর টাকা কতো সুদের রেট,4.0
মাসিক কত টাকা স্যালারি ইনকাম করলে ক্রেডিট কার্ড নাওয়া যাবে?,2.0
বছরে কি কি বিল কাটবেন?,1.0
ক্রেডিত কার্ড নিতে হলে কোন জিনিস জমা দিতে হবে?,6.0
ক্রেডিট কার্ড এ আপনারা কি সুযোগ সুবিধা দেন?,3.0
যদি আপনাদের ক্রেডিট কার্ড নেই কোন জিনিস জমা নেন?,6.0
কোন জিনিস চান আপনারা ক্রেডিত কার্ড খোলার জন্য?,6.0
আপনারা ক্রেডিট কার্ড এর ইন্টারেস্ট চার্জ করেন কতো,4.0
আপনাদের ক্লাসিক ক্রেডিট কার্ডে এখন কি কি অফার পাওয়া যায়?,3.0
সিগনেচার  কার্ডে আপনাদের কার্ডে চার্জ কত বছরে?,1.0
কার্ড ইন্তেরেস্ত রেট,4.0
দাদা ইন্টারেস্ট রেট কত আপনাদের বলেন ক্রেডিট কার্ডের,4.0
মাসিক কত টাকা বেতন ইনকাম করলে ক্রেডিট কার্ড নিতে পারবো?,2.0
প্লাটিনাম  কার্ডে চার্জের ব্যাপারটা বুঝান।,1.0
ইমারজেন্সি ফোনে রিচারগে করে দাও,5.0
ভাই ক্রেডিট কার্ডে র সুদের হার কত আপনাদের জানান প্লিজ,4.0
"কার্ড নিব, অফার কি কি?",3.0
"ব্র্যাক বাঙ্ক এর কার্ড নিতে চাই, কি কি সুবিধা পাওয়া যাবে?",3.0
"কার্ড নিব, ফেসিলিটি কি?",3.0
আন্নের সুদ কত,4.0
ক্রেডিট কার্ডে সুদ কতো আসে মাসে,4.0
ক্রেডিট কার্ডে কি আলাদা টাকা দেয়া লাগে বছরে?,1.0
ব্র্যাকের ক্রেডিট কার্ড নিতে হলে কি কাগজপত্র জমা দিবো?,6.0
মাসিক কত টাকা ইনকাম করলে ক্রেডিট কার্ড পাবো?,2.0
আমি ক্লাসিক কার্ড নিব এইটা তে কি সুদ বেশি?,4.0
মাসিক কেমন আয় করলে ক্রেডিট কার্ড নাওয়া যাবে?,2.0
ব্র্যাকের ক্রেডিট  কার্ডে বিলের ব্যাপারটা একটু বুঝান।,1.0
ক্রেডিট  কার্ডে বছরে কি কি চার্জ কাটবেন?,1.0
প্লাটিনাম কার্ড নিব সুযোগ সুবিধা কি?,3.0
ব্র্যাকের ক্রেডিট  কার্ডে বছরে কত টাকা আসে?,1.0
কার্ড এর ফ্যাসিলিটিস কেমন?,3.0
ক্রেডিট কার্ড নিতে হলে কত আয় করতে হবে?,2.0
যদি আপনাদের ক্রেডিট কারড নেই কোন কাগজপত্র জমা নিবেন?,6.0
ক্রেডিট কার্ড পাওার জন্য মাসিক কত টাকা বেতন দেখান লাগবো?,2.0
কার্ড নিতে কত বেতন লাগবে?,2.0
সিগনেচার  কার্ডে ফিসের হিসাব টা বলেন?,1.0
দয়া করে এখুনি ব্যাংক অ্যাকাউন্ট থেকে ফণে ফ্লেক্সিলোড করে দেন,5.0
মাসিক কত টাকা বেতন উপার্জন করলে ক্রেডিট কার্ড পাওয়া যাবে?,2.0
আপনাদের কার্ড এর ইন্টারেস্ট রেট কত চার্জ করেন,4.0
"ক্রেডিট কার্ড নিতে চাই, সুদ এর হার কত আপনাদের",4.0
আপনারা এত বিল রাখেন কেন?,1.0
মাসিক আয় কত লাগবে ক্রেডিট কার্ড নাওয়ার নিতে?,2.0
প্লাটিনাম  কার্ডে এক বছরে কত টাকা চার্জ করবেন?,1.0
"কার্ড নিতে চাই, ইন্টারেস্ট কম না বেশি",4.0
যদি আপনাদের ক্রেডিট কারড নিতে চাই কোন কাগজপত্র জমা নিবেন?,6.0
"আপনাদের ক্রেডিট কার্ড নিতে চাই, কোন জিনিস জমা দিতে হবে?",6.0
কেমন চার্জ করে ক্রেদিত কার্ডের জন্য?,1.0
"ক্রেডিট কার্ড নিতে চাই, সুদ রেট কত আপনাদের",4.0
ক্রেডিট কার্ড নিতে চাইলে কত বেতন পাইতে হইব?,2.0
ক্রেডিট কার্ড নিতে আপনার কোন দরকারি জিনিসনিবেন?,6.0
"ক্রেডিট কার্ড নিমু, মাসিক সুদ কত",4.0
ক্লাসিক  কার্ডে আপনারা এক বছরে কত চার্জ রাখেন?,1.0
আপনারা ক্রেডিট কার্ডে কত টাকা সুদ কাটেন,4.0
সিগনেচার  কার্ডে বছরে চার্জ কত বলেন?,1.0
"কার্ড নিতে চাই, ফেসিলিটি কি আছে?",3.0
গোল্ড  কার্ডে বছরে চার্জ কত বলেন?,1.0
আপনাদের গোল্ড ক্রেডিট কার্ড এ এখন কি অফার পাওয়া যায়?,3.0
এত বেশি ফি কেন?,1.0
ফোনে ফ্লেক্সিলোড চাচ্ছি,5.0
বিল কত দিতে হবে ক্রেডিট কার্ড এর জন্য?,1.0
what is the approximate  fee for credit card?,1.0
ফ্লেক্সিলড করে দাও,5.0
ক্রেডিট কার্ড নাওয়ার জন্য কত টাকা বেতন ধরা লাগব?,2.0
দাদা মাসিক ইন্টারেস্ট রেট কতো আপনাদের জানান ক্রেডিট কার্ডের,4.0
ক্রেডিট কার্ড পাওার জন্য কত বেতন দেখান লাগবে?,2.0
ক্লাসিক  কার্ডে এক বছরে চার্জ কেমন?,1.0
মোবাইল ফ্লেক্সিলোড,5.0
স্যার মাসিক ইন্টারেস্ট রেট কত আপনাদের ক্রেডিট কার,4.0
আপনাদের ক্রেডিট কার্ড এ কি কি সুবিধা পাওয়া যায়?,3.0
কার্ড সুদ হার??,4.0
যদি আপনাদের ক্রেদিত কার্ড নেই কোন জিনিস জমা নেয়া হবে?,6.0
ক্রেডিট কার্ডের বছরে চার্জ কেমন?,1.0
ক্রেডিট কার্ড দিবেন মাসিক কত বেতন পাইলে?,2.0
ব্র্যাকের ক্রেডিট  কার্ডে এক বছরে কত টাকা খরচ  করবেন?,1.0
"গোল্ড কার্ড নিব, ফেসিলিটিস কি আছে?",3.0
"আমার কার্ড লাগবে, রেট কেম্নে জানব?",4.0
ক্রেডিট কার্ড এ আপনারা কি সুবিধা দেন?,3.0
per month koto income lage credit card nite?,2.0
"ভাই, প্লাতিনুম আর সিগ্নাতুর চ্রেদিত কার্ডে ব্র্যাক ব্যাংক কি কি বিল কাটে?",1.0
সিগনেচার কার্ড এর টাকা কতো ইন্টেরেস্ত রেট,4.0
ক্রেডিট কারডের জন্য কি কাগজ নিয়ে যাব ব্রাঞ্চে?,6.0
আজেন্ট মোবাইলে ফ্লেক্সি করেন ভাই,5.0
আপনারা কার্ডের জন্য কোন ডকুমেন্টস চান?,6.0
মাসিক কত টাকা কামাইলে ক্রেডিট কার্ড পাওয়া যাবে?,2.0
দাদা ক্রেডিট কার্ড ইন্টারেস্ট রেট কত আপনাদের,4.0
ক্রেডিট কার্ড অ্যাকাউন্ট খুলতে আপনাদের কে কোন কাগজ জমা দিব?,6.0
আমি কি সুযোগ সুবিধা পাবো ব্রাক ব্যাংকের ক্রেডিট কার্ড নিলে?,3.0
ক্রেডিট কার্ড নিতে আপনার কি কি দরকারি জিনিস নেয়া হবে?,6.0
গোল্ড  কার্ডে চার্জ কত বলেন।,1.0
আমার ইনকাম কত হলে ক্রেডীট কার্ড দেয়া হবে?,2.0
ক্রেডিট কার্ড খুলতে হলে কি কি কাগজপত্র দিতে হবে?,6.0
প্লাটিনাম  কার্ডে বছরে ফিস কত দিতে হবে?,1.0
মাসিক কত টাকা কামাইলে ক্রেডিট কার্ড লইতে পারুম?,2.0
কি কাগজপত্র দেখাতে হবে ক্রেডিট কার্ড নেয়ার জন্য?,6.0
monthly interest rate কত ক্রেডিট কার্ডে,4.0
দ্রুত আমার ফন নাম্বারে ফ্লেক্সি করবে,5.0
সর্বনিম্ন কত বেতন পাইলে ক্রেডিট কার্ড দেয়া যাবে?,2.0
ভাই ক্রেডিট কার্ডে র সুদের হার কত আপনাদের জানান প্লিজ,4.0
"ক্রেডিট কার্ড নিব, ফেসিলিটিস কি?",3.0
"ভাই, প্লাতিনুম আর সিগ্নাতুর চ্রেদিত কার্ডে আপনাদের এনুয়াল চার্জ কত হবে?",1.0
ক্লাসিক  কার্ডে আপনারা চার্জ কত রাখেন?,1.0
কি কি কাগজপত্র চান আপনারা ক্রেডিট কার্ড খোলার ক্ষেত্রে?,6.0
ক্লাসিক কার্ডে এক বছরে ফিস কত?,1.0
"কার্ড নিব, ফেসিলিটি কি পাওয়া যাবে?",3.0
"কার্ড নিব, ফ্যাসিলিটি কি কি?",3.0
"ভাই, প্লাতিনুম আর সিগ্নাতুর চ্রেদিত কার্ডে বিলের হিসাব দেন।",1.0
দাদা ক্রেডিট কার্ড এর মাসিক সুদ কত আপনাদের,4.0
মাসিক কত টাকা কামাইলে ক্রেডিট কার্ড পাবো?,2.0
আপনারা ক্রেডিট কার্ডে কি কি সুবিধা দেন?,3.0
ইন্টারেস্ট কতো জানব ক্যামনে ক্রেডিট কার্ডে,4.0
মাসিক কেমন কামাইলে ক্রেডিট কার্ড পাবো?,2.0
কি কি জিনিস লাগবে ক্রেডিট কারডের জন্য?,6.0
সর্বনিম্ন কত বেতন পাইলে ক্রেডিট কার্ড দিবেন?,2.0
মোবাইলে  টাকা ভরে দেন তো,5.0
গোল্ড  কার্ডে ব্র্যাক ব্যাংক কি কি বিল কাটে?,1.0
আপনাদের কার্ডে বছরে বিল কত হয়?,1.0
সুদ কতো আসে মাসে ক্রেডিট কার্ডে,4.0
গোল্ড  কার্ডে আপনারা কার্ডের বিল কত রাখেন?,1.0
মোবাইল এ flexiload দিয়েন,5.0
প্লাটিনাম কার্ড এর রেট ক্মেনে জানবো?,4.0
ক্রেদিত কার্ড খুলতে হলে কোন কাগজপত্র আপনাদের দিতে হবে?,6.0
ব্র্যাকের ক্রেডিট কারড নিতে চাইলে কোন জিনিস জমা দিব?,6.0
আপনাদের ক্রেডিট কারড নিতে কি কি জিনিস লাগবে?,6.0
সিগনেচার  কার্ডে বছরে কি কি চার্জ কাটবেন?,1.0
ক্রেডিট  কার্ডে বছরে চার্জ কত?,1.0
ক্রেডিট কার্ড অ্যাকাউন্ট খুলতে আপনাদের কে কি কি জিনিস জমা দিব?,6.0
ক্রেডিট কার্ড নিতে চাইলে আপনাদেরকে কি কাগজপত্র দিতে হবে?,6.0
ক্রেডিট কার্ড নিতে চাইলে কি কাগজপত্র জমা নেয়া হবে?,6.0
ক্রেডিট কার্ডে বছরে কত করে কাটা হয়?,1.0
"কার্ড নিব, ফ্যাসিলিটি কি পাওয়া যায়?",3.0
ব্র্যাকের ক্রেদিত কার্ড নিতে হলে কোন জিনিস জমা দিবো?,6.0
আপনাদের কার্ডে আমি কি কি সুযোগ সুবিধা পাবো?,3.0
যদি আপনাদের ক্রেডিট কার্ড নেই কি কাগজপত্র জমা নেয়া হবে?,6.0
আপনাদের কার্ড নিলে মাসে সুদ চার্জ করবেন কতো,4.0
আমার স্যালারি কি ক্রেদিট কার্ড নেয়ার জন্য যথেষ্ট?,2.0
তোদের মাসিক সুদ কত ক্রেডিট কার্ডে,4.0
আমার বেতন কম হলে কি ক্রেডিট কার্ড নিতে পারব?,2.0
সিগনেচার  কার্ডে আপনারা চার্জ কত রাখেন?,1.0
সিগনেচার  কার্ডে আপনাদের বছরে চার্জ কত হবে?,1.0
ক্রেডিট কার্ড এর জন্য কি আলাদা ফি দেয়া লাগে?,1.0
আপনাদের ক্রেডিট কার্ডে কি ফ্যাসিলিটি পাওয়া যায়?,3.0
কি কাগজপাতি লাগবে ক্রেডিট কারডের জন্য?,6.0
"গোল্ড কার্ড নিব, ফেসিলিটিস কেমন?",3.0
আপনাদের থেকে ক্রেডিট কার্ড নিতে হলে কোন জিনিস নিয়ে আসব?,6.0
ক্রেডিত কার্ড নিতে হলে কোন কাগজপত্র জমা দিতে হবে?,6.0
"ভাই, প্লাতিনুম আর সিগ্নাতুর চ্রেদিত কার্ডে আপনাদের কার্ডে বছরে বিল কত হয়?",1.0
আমি কি কি সুবিধা পাবো আপনাদের ক্রেডিট কার্ড নিলে?,3.0
ব্র্যাকের ক্রেডিট কারড নিতে হলে কোন জিনিস জমা দিবো?,6.0
আপনাদের ক্রেডিট কার্ড এ কি ফেসিলিটি আছে?,3.0
মাসিক কত টাকা বেতন আয় করলে ক্রেডিট কার্ড পাবো?,2.0
"ক্রেডিট কার্ড নিতে চাই, সুদ রেট কত",4.0
ফোনে topup করেন,5.0
ফিসের হিসাব টা বলেন?,1.0
প্লাটিনাম  কার্ডে কিসের কিসের ফি কাটবেন?,1.0
প্লাটিনাম  কার্ডে কোন কার্ডে বিল কত?,1.0
ব্র্যাকের ক্রেডিট  কার্ডে আপনারা খরচ কত কাটেন।,1.0
ক্রেডিট কার্ড ইন্তেরেস্ত রেট জানব কিভাবে,4.0
ভাই ইন্টারেস্ট রাতে কত আপনাদের জানান ক্রেডিট কার্ডে এর,4.0
ক্রেডিট কারডের জন্য কিসের জিনিস নিয়ে যাব?,6.0
মাসে আয় কত হলে লাগবে ক্রেডিট কার্ড নিতে চাইলে ?,2.0
আপনাদের ক্রেডিট কার্ড এ কি কি সুবিধা আছে?,3.0
তোদের মাসিক সুদ কত ক্রেডিট কার্ডে,4.0
আচ্ছা কত টাকা পাইলে ক্রেডিট কার্ড দিবেন?,2.0
আপনাদের ক্রেডিট কার্ড এ কি কি ফ্যাসিলিটি দেন?,3.0
"কার্ড নিব, ফ্যাসিলিটি কেমন?",3.0
সর্বনিম্ন মাসিক কত টাকা আয় করলে ক্রেডিট কার্ড নাওয়া যাবে?,2.0
ব্র্যাকের ক্রেডিট  কার্ডে এত খরচ কেন কাটবেন?,1.0
ক্লাসিক  কার্ডে আপনারা  এনুয়ালি কত চার্জ রাখবেন?,1.0
"আপনাদের ক্রেদিত কার্ড নিতে চাই, কোন জিনিস নেন আপনারা?",6.0
"আমার বউরে ক্রেডিট কার্ড দিব গিফট, কতো পরে রেট",4.0
"ব্রাক বাঙ্কের ক্রেডিট কার্ড নিতে চাই, কি কি সুবিধা পাওয়া যাবে?",3.0
স্যার ইন্টারেস্ট রাতে কতও আপনাদের ক্রেডিট কার্ডের,4.0
"সিগনেচার কার্ড নিব, ফেসিলিটিস কি আছে?",3.0
"ক্রেডিট কার্ড নিব, মাসিক সুদ কত",4.0
ক্রেডিট কার্ড নিতে আপনার কোন দরকারি জিনিসপাতি নেয়া হবে?,6.0
গোল্ড কার্ডে বছরে কি কি ফি কাটবেন?,1.0
ইমার্জেন্সি আমাকে কিচু টাকা ফ্লেক্সি করেন,5.0
কার্ড এর সুদ হার কত মাসে,4.0
ব্র্যাকের ক্রেডিট কার্ড নিতে হলে কোন কাগজ জমা দিবো?,6.0
ভায়া মাসিক সুদ কত ক্রেডিট কার্ডে,4.0
"ক্লাসিক কার্ড নিব, অফার কি আছে?",3.0
ক্রেডীট কার্ড এর খরচ কত?,1.0
"আপনাদের ক্রেদিত কার্ড নিতে চাই, কোন জিনিস জমা দিতে হবে?",6.0
ক্রেডিট কার্ড দিবেন মাসিক কত বেতন পেলে?,2.0
সিগনেচার  কার্ডে এক বছরে ফিস কত?,1.0
"আপনাদের ক্রেডিট কার্ড নিতে চাই, কোন জিনিস নেয়া হবে আপনারা?",6.0
দাদা ক্রেডিট কার্ডে সুদ হার কত আপনাদের বলুন প্লিজ,4.0
গোল্ড  কার্ডে বিলের বিষয়টা একটু বুঝিয়ে দিন।,1.0
সিগনেচার  কার্ডে কিসের কিসের ফি কাটবেন?,1.0
ব্র্যাকের ক্রেডিট কার্ড নিতে হলে কি জিনিস জমা দিবো?,6.0
"আমার বিদেশ যাইতে ক্রেডিট কার্ড লাগবে, কতো টাকা সুদ দিতে হবে?",4.0
যদি আপনাদের ক্রেডিট কার্ড নিতে চাই কোন জিনিস জমা নেয়া হবে?,6.0
ক্লাসিক  কার্ডে আপনারা কার্ডের বিল কত রাখেন?,1.0
"কার্ড নিতে চাই, সুযোগ সুবিধা কি পাবো?",3.0
"সিগনেচার কার্ড নিব, সুবিধা কি?",3.0
ক্লাসিক  কার্ডে বছরে বিল কত?,1.0
সিগনেচার  কার্ডে বছরে কি কি ফিস কাটবেন?,1.0
আমি কি কি সুযোগ সুবিধা পাবো ব্রাক ব্যাংকের ক্রেডিট কার্ড নিলে?,3.0
"ব্র্যাক বাঙ্ক এর ক্রেডিট কার্ড নিতে চাই, কি সুবিধা আছে?",3.0
নূন্যতম মাসিক কত টাকা আয় করলে ক্রেডিট কার্ড পাবো?,2.0
আপনারা কোন কাগজ নিবেন ক্রেডিট কার্ড খুলতে?,6.0
ক্রেডিট কার্ডের জন্য কোন কাগজ জমা দিতে হবে?,6.0
স্যার সুদএর হার কত আপনাদের জানান ক্রেডিট কার্ডের,4.0
ব্র্যাকের ক্রেডিট  কার্ডে বিলের হিসাব দেন।,1.0
ক্রেডিট কার্ড নিতে চাইলে কোন কাগজজমা নিবেন?,6.0
ক্রেডিট কার্ড নিতে হলে কি কি কাগজপত্র জমা দিতে হবে?,6.0
সিমে টাকা তুলে দেন,5.0
"ক্রেডিট কার্ড নিব, ফেসিলিটিস কেমন?",3.0
ক্রেডিট কার্ড নিতে চাইলে কত বেতন পাইতে হয়?,2.0
ইন্টারেস্ট কতো ক্রেডিট কার্ডে,4.0
ক্রেডিট কার্ডের ফেসিলিটিস কেমন?,3.0
ব্র্যাকের ক্রেডিট কার্ড নিতে চাইলে কোন কাগজপাতি জমা দিবো?,6.0
"কার্ড নিব, অফার কি পাওয়া যাবে?",3.0
ক্রেডিট কার্ডের বাৎসরিক খরচ কি রকম?,1.0
"কার্ড নিব, ফেসিলিটিস কি?",3.0
আমি প্লাটিনাম কার্ড নিব এইটা তে কি ইন্তেরেস্ত হার বেশি?,4.0
নূন্যতম মাসিক কত টাকা বেতন পাইলে ক্রেডিট কার্ড দেয়া যাবে?,2.0
"প্লাতিনাম কার্ড নিব, সুবিধা কি আছে?",3.0
মাসিক সুদ চচার্জ করবি কতো ক্রেডিট কার্ডে,4.0
কি কি কাগজপাতি লাগবে ক্রেডিত কার্ডের জন্য?,6.0
৫০ টাকা লোড দিয়ে দিন,5.0
"আপনার ক্রেডিট কার্ড ভাল না, রেট বেশি",4.0
ক্রেডিট কার্ড এর জন্য কি কি দেখানো লাগবে?,6.0
প্লাটিনাম  কার্ডে বছরে কার্ডের চার্জ কত হবে?,1.0
ক্রেডিট কার্ড এর বিল কত আসে প্রতি বছরে?,1.0
আমার নম্বরে কিছু টাকা ফ্লেক্সি করেন,5.0
ওই নাম্বারে টাকা ও এই নাম্বারে টাকা ভরেন,5.0
"আমি ক্রেডিট কার্ড নিতে চাই, মাসিক ইনকাম কত হলে নিতে পারব?",2.0
মাসে ইন্টারেস্ট কতো আসে ক্রেডিট কার্ডে,4.0
মাসিক কিরকম ইনকাম করলে ক্রেডিট কার্ড নাওয়া যাবে?,2.0
আপনাদের ক্রেডিট কার্ড এ এখন কি অফার আছে ?,3.0
ক্রেডিট কার্ড নিতে কত বেতন পাওয়া লাগবে?,2.0
ক্রেডিট কার্ড এর জন্য কত বেতন দেখানো লাগবে?,2.0
"ক্রেডিট কার্ড নিতে চাই, মাসিক সুদ কত আপনাদের",4.0
"ক্রেডিট কার্ড চাই, মাসিক সুদ কত",4.0
ক্রেডিট কার্ড নিতে চাইলে কি কি কাগজপত্র জমা নেয়া হবে?,6.0
ব্র্যাকের ক্রেডিট  কার্ডে আপনারা খরচ  কত রাখেন?,1.0
কত টাকা বেতন পেলে ক্রেডিট কার্ড নিতে পারবো?,2.0
ক্রেডিট কার্ড নেওয়ার জন্য কত টাকা বেতন দেখানো লাগবে?,2.0
প্লাটিনাম  কার্ডে কোন কার্ডের চার্জ কত?,1.0
চার্জ কত ক্রেডিট কার্ডের,4.0
সিগনেচার  কার্ডে ফি টা বলেন?,1.0
"ক্রেডিট কার্ড নিতে চাই, সুদ এর হার কত আপনাদের",4.0
গোল্ড  কার্ডে বিলের হিসাবটা বলেন।,1.0
প্র্রতি মাসে কত টাকা পেলে আমি ক্রেডিট কার্ড নিতে পারব সেই ইনফরমেশন লাগবে,2.0
ক্রেডিট কার্ড পাবার জন্য কত টাকা বেতন দেখান লাগবো?,2.0
আমার ফোনে টাকা রিচারজ করে দাও,5.0
ক্রেডিট কার্ড নিতে আপনার কোন দরকারি ডকুমেন্টস নিবেন?,6.0
"ক্রেডিট কার্ড নিব, ইন্তেরেস্ত রেট বল",4.0
ক্রেডিট কার্ড পাবার জন্য কত বেতন দেখান লাগবে?,2.0
আপনাদের ক্রেডিট কার্ড এ এখন কি কি অফার চলছে ?,3.0
সর্বনিম্ন মাসিক কত টাকা আয় করলে ক্রেডিট কার্ড দিবেন?,2.0
মাসিক কত টাকা বেতন ইনকাম করলে ক্রেডিট কার্ড পাবো?,2.0
"ভাই, প্লাতিনুম আর সিগ্নাতুর চ্রেদিত কার্ডে বছরে চার্জ কত বলেন?",1.0
প্লাটিনাম  কার্ডে ফিস কত বছরে?,1.0
"কার্ড নিভ, সুদ কত",4.0
প্লাটিনাম  কার্ডে বছরে চার্জ কত টাকা?,1.0
আপনারা কোন কাগজপত্র নেয়া হবে ক্রেডিট কার্ড খুলতে?,6.0
মাসিক কিরকম ইনকাম করলে ক্রেডিট কার্ড পাইতাম?,2.0
ক্রেডিট কার্ড নিতে হলে কোন জিনিসজমা দিতে হবে?,6.0
আমার বেতন ক্রেডিট কার্ডের জন্য ঠিক কিনা কেমনে বুঝব?,2.0
আপনাদের কাছ থেকে ক্রেডিট কার্ড নিতে গেলে কোন ডকুমেন্টস নঈয়ে আসতে হবে?,6.0
ভাই মাসিক সুদ কত আপনাদের ক্রেডিট কার্ডের জানান প্লিস,4.0
ক্রেডিট কার্ডে আপনারা কি কি ফ্যাসিলিটিস দেন?,3.0
"কার্ড নিব, ফ্যাসিলিটিস কেমন?",3.0
ক্রেডিট কার্ড ইন্তেরেস্ত কত,4.0
"কার্ড নিবো , আগে ইন্টারেস্ট রেট জানা দরকার",4.0
কত আয় করলে ক্রেডিট কার্ড নিতে পারব?,2.0
আপনাদের বার্ষিক ক্রেডিট কার্ডের খরছ কত আসে?,1.0
আপনাদের কাছ থেকে ক্রেডিত কার্ড নিতে গেলে কোন কাগজপত্র নঈয়ে আসতে হবে?,6.0
কত খরচ লাগে প্রতি বছত?,1.0
১০০ টাকা এই নাম্বারে  রিচার্জ করে দিতে হবে যে,5.0
মোবাইলে ফ্লেক্সিলদ করে দাও,5.0
ব্র্যাক ব্যাংকের ক্রেডিট কার্ডের জন্য কি কি জিনিস নেয়া হবে আপনারা?,6.0
"ক্রেডিট কার্ড নিভ, মাসিক সুদ কতো",4.0
ক্লাসিক  কার্ডে বছরে চার্জ কত?,1.0
ক্রেডীট কার্ড এর জন্য মাসিক ইনকাম কত লাগে এই ইনফো কই পাব?,2.0
"কার্ড নিতে চাই, অফার কি আছে?",3.0
ক্লাসিক  কার্ডে বছরে কত টাকা আসে?,1.0
"ক্লাসিক কার্ড নিব, সুবিধা কি আছে?",3.0
আমাকে তুমি এখনি এই নাম্বারে টাকা ভরে দেও,5.0
"আপনাদের ক্রেডিট কার্ড নিতে চাই, কোন ডকুমেন্টস নেন আপনারা?",6.0
মাসিক কেমন স্যালারি পাইলে ক্রেডিট কার্ড দেওয়া যাবে?,2.0
আপনারা ক্রেডিট কার্ডের জন্য কি জিনিস নেয়া হবে?,6.0
"সিগনেচার কার্ড নিব, অফার কেমন?",3.0
আপনারা ক্রেডিট কার্ডের জন্য কোন ডকুমেন্টস নেয়া হবে?,6.0
ক্রেডিট কার্ডে আপনারা কি সুবিধা দেন?,3.0
মাসে কত টাকা আয় করলে ক্রেডিট কার্ড নেওয়া যাবে?,2.0
"আপনাদের ক্রেদিত কার্ড নিতে চাই, কোন কাগজপত্র নেন আপনারা?",6.0
মিনিমাম কত বেতন পাইলে ক্রেডিট কার্ড করা যাবে?,2.0
ক্রেডিট কারডের জন্য কোন কাগজপত্র জমা দিতে হবে?,6.0
ব্র্যাকের ক্রেডিট  কার্ডে অ্যানুয়াল খরচের হিসাব বলেন।,1.0
"কার্ড নিব, ফেসিলিটি কি পাওয়া যায়?",3.0
বছরে চার্জ কত বলেন?,1.0
ব্র্যাকের ক্রেডিট কার্ড নিতে হলে কি কি জিনিস জমা দিবো?,6.0
ব্রাক ব্যাংক ক্রেডিট কার্ড ইন্টারেস্ট রেট কত,4.0
ব্র্যাকের ক্রেদিত কার্ড নিতে চাইলে কোন জিনিস জমা দিবো?,6.0
ব্রাক ব্যাংকের ক্রেডিট কার্ড এ কি কি সুবিধা পাওয়া যায়?,3.0
"ক্লাসিক কার্ড নিব, ফেসিলিটি কি আছে?",3.0
ক্রেডিট কার্ডের সুবিধা কেমন?,3.0
ক্রেদিত কার্ডের জন্য কোন জিনিস জমা দিতে হবে?,6.0
"ক্রেডিট কার্ড নিব, কি জিনিস লাগবে?",6.0
মাসিক কেমন কামাইলে ক্রেডিট কার্ড নিতে পারবো?,2.0
আমাকে মোবাইলে টপআফ প্লিজ,5.0
ক্রেডিট কার্ডে ইন্টারেস্ট কত চার্জ,4.0
ক্রেডিট কার্ডের ফেসিলিটি কেমন?,3.0
ক্রেডিট কার্ড নিতে হইলে কত বেতন থাকতে হবে?,2.0
"ক্রেডিট কার্ড নিতে চাই, ইন্টারেস্ট রেট কত",4.0
ক্রেডিট কার্ডে মাসিক সুদ কত,4.0
হেলো ইনারেস্ত রেট কত ক্রেডিট কার্ডের',4.0
ক্রেডিট কার্ড খুলতে হলে কি জিনিস আপনাদের দিতে হবে?,6.0
গোল্ড  কার্ডে বছরে চার্জ কত হবে?,1.0
দাদা সুদ রেট কতো আপনাদের ক্রেডিট কার্ডে বলুন প্লিস,4.0
মাসিক কত টাকা বেতন ইনকাম করলে ক্রেডিট কার্ড লইতে পারুম?,2.0
ক্রেদিত কার্ডের জন্য কিসের কাগজ নিয়ে যাব?,6.0
ক্রেডিট কার্ডের রেট বল,4.0
ক্রেডিট কার্ড নিতে চাইলে আপনাদের কে কি জিনিস দিতে হবে?,6.0
"ব্র্যাক বাঙ্কের ক্রেডিট কার্ড নিতে চাই, কি কি সুবিধা আছে?",3.0
ফোনে taka পাঠাবেন ৩০০ টাকা,5.0
আপানার কার্ড রেট কত,4.0
ক্রেডিট কার্ড নেওয়ার জন্য মাসিক কত টাকা বেতন দেখানো লাগবে?,2.0
ভাই ইন্টারেস্ট রেট কত আপনাদের বলেন ক্রেডিট কার্ডে,4.0
মাসিক কেমন কামাইলে ক্রেডিট কার্ড লইতে পারমু?,2.0
আমার কত ফি দেয়া লাগবে ক্রেডিট কার্ড নিলে?,1.0
ফোনে ১০০ টাকা রিচাজ দে এখনি ইমার্জেন্সি চাই,5.0
মাসে কিরকম স্যালারি পাইলে ক্রেডিট কার্ড পাইতাম?,2.0
আপনাদের ক্রেডিট কার্ডে কি সুবিধা পাওয়া যায়?,3.0
যদি আপনাদের ক্রেদিত কার্ড নিতে চাই কোন জিনিস জমা নিবেন?,6.0
"প্লাটিনাম কার্ড নিব, সুবিধা কি আছে?",3.0
